description,crop,status,disease,recommended_pesticide
"notable Blight odor is noticeable in severe infections. moderate Infected tubers show dark, firm patches beneath the skin.",Potato,Unhealthy,Late_blight,Sulfur spray
Inspection reveals: slight Spots are more prominent under humid conditions. clear Fruits show dark specks near the stem end. notable Severe infections lead to premature leaf drop.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
"Farmer complains: slight Infected fruit shows raised, scabby lesions. clear Leaf edges turn brown and crack.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Inspection reveals: visible Stems appear firm and upright. slight Fruit set appears normal and healthy. slight No unusual wilting or curling of leaves.,Pepper_bell,Healthy,healthy,None
Agronomist notes: sudden Leaves curl and become brittle.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
"Field observation shows: notable Lesions spread quickly under cool, wet weather. severe Large brown blotches develop rapidly on leaves.",Potato,Unhealthy,Late_blight,Sulfur spray
visible Plant vigor decreases over time. severe Yellowing appears around brown lesions. sporadic Older leaves show symptoms first.,Tomato,Unhealthy,Early_blight,Horticultural oil
Inspection reveals: moderate Spots remain less than ⅛ inch in diameter. notable Tiny dark specks appear with pale centers. moderate Growth appears patchy across the field.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Inspection reveals: notable Spots remain less than ⅛ inch in diameter. visible Tiny dark specks appear with pale centers. sporadic Severe infections reduce fruit yield.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Inspection reveals: notable Overall growth is steady and balanced. clear Plant stands tall and vigorous. extensive Stems remain firm and robust.,Tomato,Healthy,healthy,None
Agronomist notes: visible Leaves drop prematurely under stress. moderate Leaf edges appear scorched and curled. sudden Stems may show sunken brown streaks.,Tomato,Unhealthy,Early_blight,Horticultural oil
"Field observation shows: rapid Cool, moist weather promotes rapid spread.",Tomato,Unhealthy,Late_blight,Neem oil
clear Stems turn brown and brittle. severe Infected areas emit a musty odor. notable Fruit rot occurs quickly after infection.,Tomato,Unhealthy,Late_blight,Neem oil
Agronomist notes: extensive Overall growth is steady and balanced. sudden Stems remain firm and robust. severe Fruit clusters are well-formed.,Tomato,Healthy,healthy,None
Field observation shows: visible Leaf edges become ragged and torn.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
According to the grower: notable White mold may appear on leaf undersides.,Tomato,Unhealthy,Late_blight,Neem oil
Farmer complains: visible Virus spreads via whiteflies rapidly. severe Leaf edges show bright yellow coloring.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Inspection reveals: slight Older leaves are the first to show symptoms.,Potato,Unhealthy,Early_blight,Neem oil
extensive Small dark spots develop with concentric rings. slight Affected plants exhibit reduced tuber size.,Potato,Unhealthy,Early_blight,Neem oil
Field observation shows: visible Growth appears patchy across the field.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer complains: visible Overall growth appears stunted.,Tomato,Unhealthy,Early_blight,Horticultural oil
Farmer complains: severe Growth appears patchy across the field. slight Plants look generally stressed.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer reports: severe Lesions coalesce into large blighted zones.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Farmer complains: rapid Undersides develop fuzzy white or olive mold. extensive Fruit development may be reduced. moderate Lesions merge into large yellow areas.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Inspection reveals: moderate Plant growth becomes stunted and uneven. notable Warm weather accelerates disease spread.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Farmer reports: clear Plant vigor decreases over time.,Tomato,Unhealthy,Early_blight,Horticultural oil
Field observation shows: clear Spots sometimes merge into larger dead areas. sudden Leaves develop yellow halos around spots.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Visual check indicates: visible Spots sometimes merge into larger dead areas. visible Leaf edges turn brown and crack. notable Bacterial ooze may be visible under moist conditions.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Visual check indicates: rapid Lower leaves drop prematurely under stress. visible Severe cases cause significant leaf loss. rapid Brown patches coalesce into larger necrotic areas.,Potato,Unhealthy,Early_blight,Neem oil
According to the grower: sudden Severe infections lead to premature leaf drop. notable Leaves show circular or irregular necrotic areas.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Inspection reveals: sudden Overall growth is steady and balanced. sudden Fruits develop evenly with no blemishes.,Tomato,Healthy,healthy,None
Field observation shows: notable Leaflets may become fern-like and narrow. clear Overall plant vigor decreases. sudden Flower formation may be reduced.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
Farmer complains: sporadic Leaf edges appear scorched and curled.,Tomato,Unhealthy,Early_blight,Horticultural oil
Agronomist notes: severe Plant canopy is full and evenly spaced. notable Growth appears vigorous and balanced. sporadic Leaves look vibrant green with a smooth texture.,Pepper_bell,Healthy,healthy,None
Visual check indicates: visible Dark concentric rings form on lower leaves. slight Yellowing appears around brown lesions. visible Leaf edges appear scorched and curled.,Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: moderate Large irregular brown patches appear on leaves. extensive Edges of lesions look water-soaked.,Tomato,Unhealthy,Late_blight,Neem oil
Field observation shows: slight Plants show no signs of stress or pests. rapid Tuber development appears uniform and healthy.,Potato,Healthy,healthy,None
sudden Stems remain firm and robust.,Tomato,Healthy,healthy,None
Agronomist notes: visible Lower leaves drop prematurely. moderate Leaf edges turn brown and crack.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Inspection reveals: slight Fruit set appears normal and healthy. moderate Stems appear firm and upright. moderate Growth appears vigorous and balanced.,Pepper_bell,Healthy,healthy,None
Field observation shows: clear Spots develop yellow halos as they expand.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
According to the grower: severe Virus spreads easily through plant contact. visible Fruits develop uneven ripening.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
Agronomist notes: moderate Flowers appear healthy and plentiful.,Tomato,Healthy,healthy,None
Field observation shows: rapid Plant vigor declines noticeably. visible Leaves turn bronze and curl under. rapid Leaf surfaces feel dry and rough.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
According to the grower: extensive Fruits develop bright color and firm walls.,Pepper_bell,Healthy,healthy,None
"Agronomist notes: sporadic Infected fruit shows raised, scabby lesions.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Farmer complains: extensive Fruit development may be stunted. slight Leaves appear stippled with pale spots.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
According to the grower: notable Growth appears patchy across the field. notable Severe infections reduce fruit yield.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer complains: sudden Leaves are lush green with no visible spots. moderate Growth appears vigorous and steady.,Potato,Healthy,healthy,None
Agronomist notes: notable Spots sometimes merge into larger dead areas.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Inspection reveals: extensive No signs of wilting or discoloration. severe Leaves are lush green with no visible spots. moderate Leaf edges remain intact and smooth.,Potato,Healthy,healthy,None
According to the grower: notable Plant vigor declines noticeably. moderate Infested leaves drop prematurely. rapid Fruit development may be stunted.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Farmer reports: sudden Dark concentric rings form on lower leaves.,Tomato,Unhealthy,Early_blight,Horticultural oil
moderate Fruits show dark specks near the stem end. slight Leaves look scorched or burnt at the edges. rapid The affected areas appear sunken and dry.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
rapid Brown streaks may appear on stems. moderate Tiny dark specks appear on young leaves. notable Spots enlarge and develop yellow halos.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
sudden Plant vigor decreases over time. severe Leaves drop prematurely under stress.,Tomato,Unhealthy,Early_blight,Horticultural oil
Field observation shows: visible Plant canopy is full and evenly spaced. sudden No unusual wilting or curling of leaves.,Pepper_bell,Healthy,healthy,None
visible Growth appears patchy across the field. visible Stems remain largely unaffected.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
According to the grower: rapid Tuber development appears uniform and healthy.,Potato,Healthy,healthy,None
According to the grower: sporadic Older leaves show symptoms first.,Tomato,Unhealthy,Early_blight,Horticultural oil
Inspection reveals: sudden Spots sometimes merge into larger dead areas. moderate Lesions become angular and water-soaked. rapid Leaf edges turn brown and crack.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
"severe Large brown blotches develop rapidly on leaves. sudden Blight odor is noticeable in severe infections. sporadic Infected tubers show dark, firm patches beneath the skin.",Potato,Unhealthy,Late_blight,Sulfur spray
extensive Lesions coalesce into large blighted zones. slight Severe infections lead to premature leaf drop.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Field observation shows: visible Plant stands tall and vigorous. sporadic Stems remain firm and robust.,Tomato,Healthy,healthy,None
Inspection reveals: sporadic Infected fruit appears pitted and rough.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Inspection reveals: visible Fruits show irregular color patterns. notable Growth appears stunted and twisted.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
Field observation shows: notable Flowers often drop without fruit setting.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Inspection reveals: clear Plants appear free from any pests or diseases. sudden No sign of curling or wilting.,Tomato,Healthy,healthy,None
Farmer complains: moderate Surfaces remain free of lesions or mold.,Pepper_bell,Healthy,healthy,None
"Agronomist notes: rapid Spots expand during warm, humid weather. extensive Fruits develop sunken, leathery patches. notable Older leaves show symptoms first.",Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: sporadic Bacterial ooze may be visible under moist conditions. sporadic Tiny dark spots appear on young leaves.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
According to the grower: visible Dark concentric rings form on lower leaves.,Tomato,Unhealthy,Early_blight,Horticultural oil
Field observation shows: severe Leaves appear stippled with pale spots. severe Infestation begins on lower leaves. sporadic Fine yellow dust may be visible on foliage.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Inspection reveals: clear Warm weather accelerates disease spread.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
severe Leaves collapse suddenly without warning.,Tomato,Unhealthy,Late_blight,Neem oil
Inspection reveals: visible Stems are firm and unblemished. rapid Tuber development appears uniform and healthy.,Potato,Healthy,healthy,None
Farmer reports: rapid White mold may appear on leaf undersides.,Tomato,Unhealthy,Late_blight,Neem oil
"Agronomist notes: sudden Leaves drop prematurely under stress. sudden Overall growth appears stunted. extensive Fruits develop sunken, leathery patches.",Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: visible Plants look generally stressed.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
"Inspection reveals: clear Fruits develop sunken, leathery patches. extensive Dark concentric rings form on lower leaves.",Tomato,Unhealthy,Early_blight,Horticultural oil
Farmer complains: clear Growth appears vigorous and balanced. notable No unusual wilting or curling of leaves. rapid Plant canopy is full and evenly spaced.,Pepper_bell,Healthy,healthy,None
slight Leaves turn bronze and curl under.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
